Fecha,SKU,Categoria,Material,Costo_Adquisicion,Precio_Venta,Cantidad,Cliente,Ciudad
2025-07-13,PUL-ACE-4107,Pulseras,Acero 316L,43.7,126.04,3,Timoteo Exposito Pinedo,Lugo
2025-09-27,PEN-ACE-1365,Pendientes,Acero con Baño PVD,37.5,86.19,3,Delfina Huertas,Barcelona
2026-03-07,PEN-PLA-9616,Pendientes,Plata 925,31.95,75.91,1,Rosario Máxima Fiol Herrero,Ourense
2025-08-03,ANI-ACE-7086,Anillos,Acero 316L,36.84,74.28,1,Lourdes Palau Sacristán,Burgos
2026-01-01,PEN-PLA-3717,Pendientes,Plata 925,28.53,57.77,2,Melisa Garcia Pablo,Alicante
2025-07-30,ANI-ACE-6760,Anillos,Acero 316L,25.05,41.75,2,Cándida de Santiago,Soria
2025-12-25,PUL-ACE-6865,Pulseras,Acero 316L,41.33,120.22,4,Pascual Moll Arnal,Soria
2025-10-06,COL-PLA-1080,Collares,Plata 925,19.75,38.73,3,Leonardo Almeida Morell,Ávila
2025-12-25,PEN-ACE-7517,Pendientes,Acero con Baño PVD,42.27,76.87,1,Roldán Murillo Lamas,Álava
2025-10-27,PUL-PLA-5273,Pulseras,Plata 925,16.58,25.49,4,Juan Ledesma Madrigal,Cuenca
2025-07-06,COL-ACE-1164,Collares,Acero con Baño PVD,38.65,113.37,1,Eusebia Águila Oliva,Guipúzcoa
2025-06-23,PEN-PLA-8132,Pendientes,Plata 925,32.22,64.24,2,Asdrubal Llobet Calleja,Soria
2025-07-26,COL-ACE-9190,Collares,Acero con Baño PVD,27.96,60.78,1,Micaela de Arnau,Palencia
2025-11-10,PUL-ACE-2650,Pulseras,Acero 316L,16.11,47.41,3,Cruz del Manjón,Burgos
2026-05-12,ANI-ACE-3496,Anillos,Acero con Baño PVD,26.32,51.35,1,Osvaldo Maldonado,Navarra
2025-07-04,ANI-ACE-5203,Anillos,Acero con Baño PVD,36.54,58.2,3,Gil Angulo Contreras,Baleares
2025-10-04,PUL-ACE-9699,Pulseras,Acero con Baño PVD,28.62,60.69,1,Dulce Dionisia Montaña Roman,Las Palmas
2026-01-21,COL-ACE-6730,Collares,Acero 316L,21.93,44.21,2,Telmo Luz Pastor,Santa Cruz de Tenerife
2025-12-06,PEN-ACE-4286,Pendientes,Acero 316L,41.46,87.9,2,Tadeo Goicoechea Saez,Tarragona
2025-09-01,ANI-PLA-9773,Anillos,Plata 925,38.13,63.74,1,Aroa Acero-Arroyo,Badajoz
2026-05-14,COL-ACE-4737,Collares,Acero con Baño PVD,20.27,45.66,5,Carla Pacheco Nogués,Lleida
2025-09-13,PUL-ACE-9230,Pulseras,Acero 316L,33.32,89.06,2,Remedios Verónica Menéndez Bustamante,Huesca
2025-12-28,PUL-ACE-1124,Pulseras,Acero con Baño PVD,31.99,61.35,2,Laura Frías-Casanovas,Cáceres
2026-04-25,COL-ACE-9001,Collares,Acero con Baño PVD,31.19,57.48,1,Osvaldo Reig Iborra,Las Palmas
2026-02-10,COL-ACE-6871,Collares,Acero con Baño PVD,16.64,49.24,1,Ximena Escobar Hidalgo,La Rioja
2025-08-02,PUL-ACE-5734,Pulseras,Acero con Baño PVD,36.05,58.5,2,Regina Cid,Soria
2026-05-07,COL-ACE-9370,Collares,Acero 316L,21.83,48.58,2,Guadalupe Lumbreras Alonso,Teruel
2025-07-09,ANI-PLA-6716,Anillos,Plata 925,31.58,71.64,4,Micaela Marcia Amorós Escudero,La Rioja
2026-03-17,ANI-ACE-8331,Anillos,Acero con Baño PVD,17.07,49.86,1,Cloe Ordóñez Rosales,Murcia
2026-05-21,PEN-PLA-4778,Pendientes,Plata 925,35.69,103.33,2,Teodoro Castañeda Ferrández,Melilla
2025-12-26,ANI-ACE-8414,Anillos,Acero con Baño PVD,32.28,82.21,1,Martirio Noelia Huertas Uría,León
2025-09-02,PUL-ACE-8641,Pulseras,Acero 316L,28.72,61.83,1,Elena de Moles,Granada
2025-06-22,ANI-ACE-1752,Anillos,Acero 316L,35.73,98.01,1,Mariano Marco Cueto,Valencia
2025-09-24,PUL-ACE-1173,Pulseras,Acero con Baño PVD,24.35,51.74,3,Horacio Galán Vall,Valencia
2025-12-08,PUL-PLA-5715,Pulseras,Plata 925,30.63,49.89,1,Poncio Amat Carreras,Málaga
2026-04-03,PEN-PLA-1336,Pendientes,Plata 925,20.91,38.33,1,Begoña Herrero Torralba,Asturias
2025-12-14,COL-ACE-9548,Collares,Acero con Baño PVD,30.15,72.87,1,Julia Fernández Bauzà,Cuenca
2025-07-22,PUL-PLA-2209,Pulseras,Plata 925,24.41,66.78,1,Silvio Parra Patiño,Zaragoza
2025-12-22,ANI-ACE-9238,Anillos,Acero con Baño PVD,20.39,44.02,1,Magdalena Uría Mancebo,Granada
2025-07-07,PUL-ACE-8689,Pulseras,Acero con Baño PVD,29.54,81.36,3,Melania Catalán Borja,Salamanca
2025-09-19,ANI-ACE-8557,Anillos,Acero con Baño PVD,22.24,59.31,1,Marciano de Hoyos,Santa Cruz de Tenerife
2025-07-29,PEN-PLA-8539,Pendientes,Plata 925,40.27,86.37,3,América Atienza,Burgos
2025-08-28,ANI-ACE-7224,Anillos,Acero 316L,44.55,104.03,1,Josep Luz,Santa Cruz de Tenerife
2026-04-14,PEN-ACE-4944,Pendientes,Acero 316L,16.43,30.7,1,Leyre Rosell Olivera,Santa Cruz de Tenerife
2025-09-30,PEN-ACE-9006,Pendientes,Acero con Baño PVD,24.71,37.42,1,Ruy Colom Barreda,Teruel
2026-03-21,PUL-ACE-3516,Pulseras,Acero con Baño PVD,22.73,56.0,5,Leticia Pastor Galindo,Cantabria
2025-10-03,PEN-ACE-9841,Pendientes,Acero con Baño PVD,44.19,76.24,2,Valentín Canet Escudero,Álava
2025-11-29,COL-ACE-3370,Collares,Acero 316L,17.12,46.34,2,José María de Diaz,Vizcaya
2025-11-15,PUL-ACE-4962,Pulseras,Acero con Baño PVD,33.35,53.53,2,Xiomara Calvo Bello,Las Palmas
2025-08-07,ANI-ACE-1476,Anillos,Acero con Baño PVD,26.82,56.75,3,Camila Crespi-Seguí,Cantabria
2025-08-11,PUL-PLA-3846,Pulseras,Plata 925,32.8,51.67,1,Hilario Santamaria,Álava
2025-12-17,PEN-ACE-8244,Pendientes,Acero con Baño PVD,40.0,82.56,3,Nacho Barberá Olmedo,Guipúzcoa
2026-01-12,COL-PLA-9478,Collares,Plata 925,34.46,88.04,1,Emilia del Rivas,La Coruña
2026-01-30,PEN-ACE-6367,Pendientes,Acero 316L,26.53,76.72,5,Isidoro de Donoso,Pontevedra
2025-09-22,ANI-ACE-8984,Anillos,Acero 316L,39.29,73.63,1,Celso Chico Franch,Álava
2026-05-19,COL-PLA-9445,Collares,Plata 925,23.11,63.88,1,Adán Serna,Toledo
2025-08-03,PEN-ACE-4838,Pendientes,Acero 316L,43.1,103.21,2,Tatiana Nieto Fortuny,Granada
2025-07-27,ANI-ACE-8227,Anillos,Acero 316L,22.7,34.84,3,Víctor Borrego Antón,Huelva
2026-05-31,COL-ACE-1302,Collares,Acero con Baño PVD,26.69,53.72,1,Juan Bautista Mendizábal Pi,Baleares
2026-05-30,COL-ACE-6434,Collares,Acero 316L,38.25,107.68,1,Cayetano de Quintero,Palencia
2026-04-25,PEN-ACE-2987,Pendientes,Acero con Baño PVD,16.15,26.21,1,Timoteo Pla Serra,Baleares
2026-03-27,ANI-ACE-7767,Anillos,Acero 316L,18.17,38.11,1,Flavio Pastor Ramirez,Huelva
2026-01-21,PEN-PLA-9731,Pendientes,Plata 925,17.49,48.17,1,Ileana Fernández Marí,Tarragona
2025-09-02,PUL-ACE-2367,Pulseras,Acero 316L,29.19,49.07,3,Nicanor Pomares Diéguez,Albacete
2026-05-02,COL-PLA-4187,Collares,Plata 925,30.63,72.82,2,Pío Estévez Gallardo,Burgos
2025-07-19,PUL-PLA-9105,Pulseras,Plata 925,34.44,64.24,1,Jessica Perelló Falcón,Asturias
2025-06-14,PUL-ACE-7084,Pulseras,Acero 316L,42.84,73.71,2,Ainoa de López,Baleares
2026-03-08,COL-PLA-1785,Collares,Plata 925,20.77,50.57,1,Cristóbal Alarcón Naranjo,Guipúzcoa
2025-07-19,PEN-ACE-3169,Pendientes,Acero con Baño PVD,20.85,51.12,1,Brunilda Pont,Zaragoza
2025-07-25,PEN-ACE-6218,Pendientes,Acero con Baño PVD,41.2,79.3,1,Serafina Fuente-Valenzuela,La Rioja
2025-12-19,PEN-ACE-2787,Pendientes,Acero 316L,22.14,35.34,1,Begoña Mayol Bueno,Teruel
2025-11-29,PUL-ACE-3914,Pulseras,Acero con Baño PVD,36.36,104.18,2,Zoraida Domínguez-Ríos,Ceuta
2026-01-20,PEN-ACE-6604,Pendientes,Acero con Baño PVD,36.67,102.72,1,Rocío Caballero Noriega,Madrid
2026-04-24,ANI-ACE-7494,Anillos,Acero 316L,44.28,69.9,2,Demetrio Balaguer Estevez,Granada
2025-06-02,ANI-ACE-5941,Anillos,Acero con Baño PVD,37.54,100.16,1,Federico Edgardo Seguí Giménez,Zaragoza
2026-04-26,COL-PLA-4455,Collares,Plata 925,26.4,65.81,1,Adelaida Rivero Alberola,Alicante
2025-11-05,PUL-PLA-9384,Pulseras,Plata 925,36.12,103.5,1,Apolonia Arellano Gonzalo,Almería
2025-08-20,COL-ACE-9260,Collares,Acero con Baño PVD,25.4,71.09,1,Eutimio Clímaco Calderon Martínez,Teruel
2025-11-21,PEN-ACE-1845,Pendientes,Acero 316L,18.28,41.93,1,Porfirio Zapata Carpio,Ciudad
2025-07-26,COL-ACE-4854,Collares,Acero 316L,42.11,83.13,1,Vicenta de Godoy,Guadalajara
2025-08-18,PEN-PLA-1959,Pendientes,Plata 925,36.86,103.72,3,Geraldo Zaragoza Tolosa,Toledo
2025-07-06,PEN-ACE-3351,Pendientes,Acero 316L,16.75,26.62,1,Quique Báez,Navarra
2026-03-19,PEN-PLA-3242,Pendientes,Plata 925,30.69,56.56,3,Claudio del Reig,Guadalajara
2025-12-09,PUL-ACE-9449,Pulseras,Acero con Baño PVD,19.25,37.54,1,María Dolores Patiño Calderón,Cádiz
2026-05-01,PEN-ACE-9480,Pendientes,Acero 316L,34.07,98.08,4,Nuria Benitez Robles,Cáceres
2026-05-29,COL-PLA-8674,Collares,Plata 925,20.76,32.14,1,Danilo Coll Gimenez,Málaga
2025-10-04,COL-PLA-7245,Collares,Plata 925,43.6,130.41,1,Clara Acero Amores,Huesca
2025-11-20,COL-ACE-5415,Collares,Acero con Baño PVD,32.72,70.09,1,Florencio del Arteaga,Santa Cruz de Tenerife
2025-09-10,PEN-PLA-3174,Pendientes,Plata 925,25.37,75.43,1,Alberto Castrillo Posada,Vizcaya
2026-04-02,COL-ACE-6190,Collares,Acero con Baño PVD,38.76,60.49,2,Nayara Manzanares Colom,Guipúzcoa
2025-11-18,COL-ACE-1648,Collares,Acero con Baño PVD,41.51,84.3,3,Florinda Plaza Cabrera,Guadalajara
2025-10-19,PEN-ACE-6708,Pendientes,Acero con Baño PVD,25.08,62.58,1,Ruth de Cuevas,Ourense
2026-04-04,PUL-ACE-7654,Pulseras,Acero 316L,35.05,63.07,1,Teodora Ávila,Guadalajara
2026-01-11,COL-ACE-9259,Collares,Acero 316L,34.55,74.03,4,Adela Luna Almeida,Cantabria
2025-07-16,PEN-ACE-7647,Pendientes,Acero 316L,23.41,68.36,1,Adelia Rivas Verdejo,Ávila
2026-02-09,COL-ACE-7341,Collares,Acero con Baño PVD,41.67,64.15,1,Elpidio Tejada Chacón,Navarra
2025-06-16,COL-ACE-7061,Collares,Acero 316L,31.35,59.83,2,Cristina Ros Méndez,Lleida
2026-01-12,ANI-ACE-7573,Anillos,Acero 316L,42.47,65.83,1,Leonor Ferrández Samper,Asturias
2025-11-16,ANI-PLA-9722,Anillos,Plata 925,25.45,73.17,1,Benjamín Saez Palomo,Córdoba
2026-04-16,PEN-PLA-2285,Pendientes,Plata 925,40.06,99.78,2,Eleuterio Rosell Quero,Teruel
2026-01-21,COL-PLA-8529,Collares,Plata 925,19.32,31.79,5,Azeneth Lasa Porta,Sevilla
2025-09-20,PUL-ACE-3489,Pulseras,Acero 316L,18.75,41.13,1,Viviana Carpio Jáuregui,Navarra
2026-05-02,ANI-ACE-6834,Anillos,Acero 316L,16.19,40.05,2,Nicolás Prado Macías,Badajoz
2025-08-12,ANI-ACE-8674,Anillos,Acero con Baño PVD,32.35,79.43,1,Geraldo Leopoldo Perera Molins,Barcelona
2025-07-31,PUL-ACE-8511,Pulseras,Acero con Baño PVD,17.1,47.42,1,Camila del Manzano,Jaén
2026-03-20,PEN-ACE-3652,Pendientes,Acero con Baño PVD,33.48,84.59,2,Paola Aguirre Lastra,Ávila
2026-02-19,PEN-PLA-4851,Pendientes,Plata 925,34.8,73.47,1,Hugo René Escrivá Girón,Almería
2025-10-27,PEN-PLA-9404,Pendientes,Plata 925,37.64,78.46,1,Sebastián Díaz Larrañaga,Teruel
2026-03-28,COL-PLA-2863,Collares,Plata 925,41.25,117.75,5,Flavia Sebastián Sebastián,Huesca
2026-03-19,COL-PLA-2084,Collares,Plata 925,36.86,95.06,2,Severo Ibañez Villalonga,Córdoba
2025-10-12,PEN-ACE-1009,Pendientes,Acero con Baño PVD,31.01,87.42,1,Evelia Felicidad Solana Salcedo,Pontevedra
2025-07-29,COL-ACE-6287,Collares,Acero con Baño PVD,21.85,41.09,1,Estela Jove-Goñi,Granada
2025-08-09,COL-ACE-6172,Collares,Acero con Baño PVD,38.14,84.66,1,Roldán Frías Vaquero,Castellón
2025-10-17,PUL-PLA-8218,Pulseras,Plata 925,35.64,90.01,2,Clotilde Salcedo,Almería
2025-08-14,PEN-PLA-1282,Pendientes,Plata 925,31.53,58.93,5,Calista Calleja Cifuentes,La Rioja
2025-09-29,COL-ACE-6657,Collares,Acero con Baño PVD,26.59,66.2,1,Gilberto Aarón Mesa Martin,Melilla
2026-01-17,PUL-ACE-9348,Pulseras,Acero 316L,40.87,118.01,1,Jesús Calleja,La Rioja
2025-11-11,COL-ACE-4715,Collares,Acero 316L,33.26,62.43,1,Guiomar Ibáñez-Jimenez,Sevilla
2025-07-24,COL-ACE-6897,Collares,Acero 316L,31.12,51.78,1,Jose Angel Mateos Colomer,Huesca
2026-01-18,COL-ACE-8339,Collares,Acero 316L,26.29,50.14,1,Rocío Alberto-Ferrándiz,Madrid
2025-07-01,PEN-ACE-4696,Pendientes,Acero 316L,30.24,62.68,1,Dalila Santiago Botella,Álava
2026-01-28,PUL-ACE-2249,Pulseras,Acero 316L,20.88,34.59,3,Adalberto Sans Morante,Málaga
2026-02-26,COL-ACE-2703,Collares,Acero con Baño PVD,39.0,89.28,1,Lucho Adadia Font,La Coruña
2026-02-11,PUL-ACE-1574,Pulseras,Acero 316L,17.52,40.94,1,Edelmiro Pineda Moraleda,Ciudad
2025-09-18,COL-ACE-3609,Collares,Acero con Baño PVD,18.03,42.77,1,Blanca Velázquez-Sureda,Segovia
2026-01-09,PEN-ACE-9513,Pendientes,Acero 316L,38.09,97.85,2,Gertrudis Tomasa Leon Heras,Huelva
2025-07-24,PUL-PLA-2400,Pulseras,Plata 925,29.35,87.45,2,Efraín del Pozuelo,Jaén
2026-01-31,PEN-ACE-4339,Pendientes,Acero 316L,25.61,47.9,1,Violeta Díez Carlos,Jaén
2025-07-09,PUL-ACE-9787,Pulseras,Acero con Baño PVD,44.43,76.15,1,Adoración Salom Asenjo,Palencia
2025-06-23,ANI-ACE-9688,Anillos,Acero 316L,32.29,87.74,1,Flor Riquelme Conesa,Ávila
2025-06-11,ANI-PLA-1489,Anillos,Plata 925,44.44,125.2,4,Sosimo Rivas Chamorro,Almería
2025-07-29,PEN-ACE-1233,Pendientes,Acero 316L,40.35,111.15,3,Gonzalo Solís Gutierrez,Vizcaya
2025-07-12,ANI-ACE-6453,Anillos,Acero 316L,28.2,75.77,2,Bernardo Noguera Pinto,Murcia
2025-08-22,PUL-PLA-7271,Pulseras,Plata 925,16.79,31.04,1,Anastasia Aroa Vara Anguita,Lugo
2025-07-13,PEN-ACE-1442,Pendientes,Acero 316L,37.21,94.06,1,Isaura Fuente Beltran,Tarragona
2025-11-14,COL-PLA-9199,Collares,Plata 925,36.45,61.92,1,Virgilio Espejo-Moreno,Lleida
2025-09-01,COL-ACE-3989,Collares,Acero con Baño PVD,36.54,109.29,2,Georgina Torralba,Cádiz
2025-06-17,PEN-ACE-9462,Pendientes,Acero con Baño PVD,32.67,92.88,1,Virginia Pacheco Campoy,Lugo
2025-12-28,ANI-ACE-2811,Anillos,Acero con Baño PVD,38.21,87.61,2,Delfina Natividad Cuéllar Azorin,Segovia
2026-05-12,ANI-PLA-7137,Anillos,Plata 925,42.3,86.93,1,Victorino de Marqués,Valladolid
2025-12-21,COL-ACE-2647,Collares,Acero con Baño PVD,19.81,39.26,1,Rodrigo Camacho-Aragón,Palencia
2026-02-21,PEN-ACE-2428,Pendientes,Acero 316L,27.74,72.98,3,Marcos del Nogueira,Santa Cruz de Tenerife
2026-04-29,PUL-ACE-9377,Pulseras,Acero 316L,21.08,44.79,1,Yolanda Dominguez Carrillo,Jaén
2025-10-23,ANI-PLA-6915,Anillos,Plata 925,35.89,70.43,1,Vasco Valcárcel,Melilla
2026-05-25,COL-ACE-9375,Collares,Acero con Baño PVD,20.88,42.45,1,Damián Sotelo Madrid,Toledo
2025-07-09,PUL-ACE-3118,Pulseras,Acero con Baño PVD,26.06,68.99,1,Abraham Murillo Solé,Guipúzcoa
2026-05-05,ANI-PLA-3746,Anillos,Plata 925,34.62,69.44,1,Ariel del Polo,Cádiz
2025-08-15,COL-ACE-4376,Collares,Acero con Baño PVD,16.93,36.67,1,Alondra Berrocal Zurita,La Coruña
2025-09-21,PUL-ACE-9461,Pulseras,Acero 316L,17.83,37.69,1,Ángel Gracia Escribano,Huelva
2026-01-03,COL-PLA-1534,Collares,Plata 925,40.04,88.27,1,Joaquina Torrents Camacho,Salamanca
2025-06-16,PEN-PLA-3500,Pendientes,Plata 925,29.37,78.42,1,Porfirio Gil Reina,Ceuta
2026-03-10,COL-ACE-2043,Collares,Acero 316L,16.2,27.96,1,Zaida Abril Llabrés,Baleares
2026-01-19,COL-ACE-2837,Collares,Acero 316L,31.71,65.93,1,Irene Donoso Mercader,Almería
2025-10-23,ANI-ACE-1452,Anillos,Acero con Baño PVD,29.52,71.77,1,María Carmen Carpio Caro,Castellón
2025-11-23,ANI-PLA-8567,Anillos,Plata 925,30.33,83.71,3,Ana Belén Flor Sobrino,Vizcaya
2025-09-04,PEN-PLA-6652,Pendientes,Plata 925,34.09,66.03,1,María Viñas Luján,Sevilla
2025-10-23,PEN-ACE-8021,Pendientes,Acero 316L,43.2,65.77,1,Íngrid Pozo,Sevilla
2025-06-11,PEN-ACE-9695,Pendientes,Acero con Baño PVD,27.08,57.5,1,Jacinta Ordóñez Vázquez,Navarra
2026-02-17,PUL-ACE-6698,Pulseras,Acero 316L,16.42,46.82,1,Reinaldo Pujol Núñez,Cádiz
2026-01-23,ANI-ACE-4814,Anillos,Acero 316L,20.42,35.38,1,Sol de Arellano,Asturias
2025-08-11,PUL-ACE-1593,Pulseras,Acero con Baño PVD,33.88,94.44,1,Eusebio Ángel Vargas Calderon,Granada
2025-09-20,PUL-ACE-4483,Pulseras,Acero 316L,36.0,97.81,1,Evita Olmedo Quero,Tarragona
2026-05-05,PEN-PLA-4298,Pendientes,Plata 925,24.78,73.92,1,Íñigo Tomas-Franch,Zaragoza
2025-10-29,PUL-PLA-7203,Pulseras,Plata 925,39.51,79.73,1,Andrés Felipe de Macias,Asturias
2026-04-23,COL-PLA-2313,Collares,Plata 925,24.75,68.73,1,Leticia Elba Pozo Guillen,Palencia
2026-05-17,PUL-ACE-5409,Pulseras,Acero con Baño PVD,15.2,43.37,3,Kike Belmonte Mayoral,Santa Cruz de Tenerife
2025-11-21,PUL-PLA-7666,Pulseras,Plata 925,21.42,54.33,1,Mónica Leiva Aguado,La Coruña
2025-06-09,COL-ACE-3796,Collares,Acero con Baño PVD,40.85,73.76,1,Prudencio Zaragoza Acosta,Huesca
2026-02-23,PUL-ACE-5594,Pulseras,Acero con Baño PVD,33.11,74.14,3,Candela del Salamanca,Alicante
2025-11-05,PEN-ACE-3004,Pendientes,Acero con Baño PVD,24.86,38.93,1,Maite Trillo Ibarra,Cáceres
2026-03-30,PUL-PLA-4053,Pulseras,Plata 925,32.29,85.1,2,Jose Francisco Yuste Garzón,Valencia
2026-05-30,PUL-PLA-9794,Pulseras,Plata 925,39.04,108.8,3,Jenaro Amat Mas,Córdoba
2025-09-13,ANI-PLA-7357,Anillos,Plata 925,28.17,55.07,1,Eloísa Prat,Lleida
2025-12-11,ANI-ACE-9998,Anillos,Acero 316L,19.26,29.82,1,Patricio Sigfrido Iñiguez Quero,Cuenca
2026-02-18,PEN-ACE-4936,Pendientes,Acero 316L,26.65,50.98,2,Domingo Jáuregui Piña,Huesca
2026-04-17,COL-ACE-2613,Collares,Acero 316L,17.7,26.57,1,Samu Malo Aguado,Jaén
2025-10-07,ANI-ACE-7774,Anillos,Acero con Baño PVD,20.5,50.86,1,Eusebia Jordán Gonzalez,Asturias
2025-11-30,ANI-ACE-6531,Anillos,Acero 316L,33.63,55.61,1,Baltasar Recio Sainz,Castellón
2025-09-02,PUL-ACE-5055,Pulseras,Acero 316L,20.25,52.02,2,Celestino Arranz,Córdoba
2025-07-16,PEN-PLA-4355,Pendientes,Plata 925,28.56,61.19,1,Custodia Alba Sierra,Salamanca
2025-08-07,COL-ACE-3959,Collares,Acero con Baño PVD,22.18,61.38,1,Manuel Baeza Perera,Ourense
2026-01-20,PUL-PLA-6645,Pulseras,Plata 925,39.73,78.35,1,Juliana Ugarte Sedano,Jaén
2026-05-29,COL-PLA-6066,Collares,Plata 925,24.84,37.53,1,Donato Galan Carrera,Toledo
2025-09-14,ANI-ACE-7384,Anillos,Acero con Baño PVD,44.49,73.38,3,Américo Bolaños Rosell,Albacete
2025-07-24,PUL-ACE-3121,Pulseras,Acero con Baño PVD,22.96,34.86,1,Régulo Contreras Cornejo,Pontevedra
2025-08-28,PEN-ACE-8826,Pendientes,Acero 316L,18.7,37.86,3,Lupe Ibáñez Maestre,Granada
2026-05-03,PEN-ACE-8350,Pendientes,Acero 316L,30.83,47.59,3,Emigdio Cobos-Porta,Ciudad
2026-03-20,PEN-ACE-3350,Pendientes,Acero con Baño PVD,23.78,60.59,1,Constanza Aguilera Jara,Cantabria
2025-09-20,COL-PLA-6425,Collares,Plata 925,15.01,44.42,2,Evangelina Miralles Castell,Lleida
2025-07-16,PEN-ACE-5409,Pendientes,Acero 316L,42.22,73.57,1,Diana Heras Vélez,Vizcaya
2026-03-25,COL-ACE-3301,Collares,Acero 316L,19.18,43.63,1,Edmundo Ojeda Boix,Cantabria
2026-05-22,ANI-PLA-3090,Anillos,Plata 925,44.72,76.8,1,Aureliano Tirado-Campillo,Lleida
2025-07-16,PUL-ACE-8272,Pulseras,Acero 316L,32.56,61.82,1,Sancho Menendez Alberola,Lleida
2026-01-14,ANI-ACE-7728,Anillos,Acero con Baño PVD,37.02,75.42,1,Lupe Navarro Borrell,Lleida
2025-08-07,COL-ACE-6312,Collares,Acero con Baño PVD,42.07,74.5,1,Flora Egea Planas,Asturias
2026-03-04,PEN-PLA-9195,Pendientes,Plata 925,16.57,24.93,3,María Fernanda Vergara,Santa Cruz de Tenerife
2026-03-28,ANI-PLA-3728,Anillos,Plata 925,42.51,108.14,1,Cayetana Haro Lucena,Guipúzcoa
2025-06-23,PUL-ACE-7746,Pulseras,Acero con Baño PVD,18.1,45.55,1,Íñigo Bosch Feijoo,Almería
2026-03-27,PUL-ACE-7921,Pulseras,Acero con Baño PVD,36.4,103.24,2,Amaro Francisco Jose Echevarría Crespo,Melilla
2025-09-26,PUL-ACE-9433,Pulseras,Acero 316L,37.57,75.13,4,Nazaret Salom,Teruel
2026-01-17,COL-ACE-8248,Collares,Acero 316L,22.33,62.52,1,Emma Oliver,Guipúzcoa
2025-10-26,ANI-ACE-8533,Anillos,Acero con Baño PVD,15.31,43.91,1,Juanita Agustina Manjón Arjona,Asturias
2025-12-18,ANI-ACE-1367,Anillos,Acero con Baño PVD,35.7,81.14,1,Jeremías Esteban Roselló,Girona
2026-04-16,PEN-PLA-5594,Pendientes,Plata 925,22.79,63.79,2,Albino del Muñoz,Sevilla
2026-01-07,PEN-PLA-4922,Pendientes,Plata 925,33.46,63.92,1,Ildefonso del Torrent,Álava
2026-03-16,PEN-ACE-5590,Pendientes,Acero 316L,43.84,115.42,1,Leyre Serna Asensio,Burgos
2026-04-26,PUL-PLA-9888,Pulseras,Plata 925,36.56,76.72,1,Hugo de Carrasco,Santa Cruz de Tenerife
2026-05-20,ANI-ACE-2239,Anillos,Acero con Baño PVD,21.98,58.77,1,Milagros Uría Arranz,Huelva
2025-06-11,PUL-PLA-1222,Pulseras,Plata 925,36.99,76.5,1,Hernando Venceslás Llabrés Borrell,Teruel
2025-10-04,PEN-PLA-2097,Pendientes,Plata 925,32.62,55.57,1,Chema Cabrera Mateo,La Coruña
2025-10-11,PUL-PLA-3376,Pulseras,Plata 925,32.17,58.77,1,Reyna Olivares-Lara,Ávila
2025-12-16,COL-ACE-5560,Collares,Acero 316L,32.6,65.78,1,Verónica Ariño Rincón,Granada
2025-12-25,PUL-PLA-5766,Pulseras,Plata 925,15.84,32.73,1,Soraya Gras Manuel,Palencia
2025-07-19,PUL-PLA-1888,Pulseras,Plata 925,27.63,54.39,2,Abraham Montaña,Lleida
2026-04-10,PEN-ACE-7145,Pendientes,Acero 316L,35.4,74.77,1,Ema Barros Calzada,Segovia
2025-08-28,ANI-ACE-8951,Anillos,Acero con Baño PVD,39.99,117.69,1,Valentina de Agustí,Pontevedra
2025-11-07,ANI-ACE-9390,Anillos,Acero con Baño PVD,26.87,57.93,1,Daniela Gallego-Ríos,Girona
2025-07-13,PUL-ACE-5509,Pulseras,Acero 316L,20.41,57.16,1,Paulina Paola Luque Ripoll,Cádiz
2025-06-19,PUL-ACE-5732,Pulseras,Acero 316L,26.09,65.38,1,Eloy de Antúnez,Lleida
2026-02-22,COL-ACE-8131,Collares,Acero 316L,19.2,46.57,4,Sebastian Valencia Gordillo,Valladolid
2026-02-23,ANI-ACE-3867,Anillos,Acero con Baño PVD,39.43,93.15,3,Eloy Adán,Barcelona
2025-06-05,PUL-ACE-8343,Pulseras,Acero 316L,43.26,126.13,1,Pelayo Jose Angel Águila Duarte,Salamanca
2025-09-25,ANI-PLA-7114,Anillos,Plata 925,22.45,58.53,1,Alcides Daza Aranda,Granada
2026-03-30,ANI-ACE-9918,Anillos,Acero con Baño PVD,20.79,38.09,1,Manola Páez Ripoll,Huesca
2025-09-23,ANI-ACE-4626,Anillos,Acero con Baño PVD,39.88,65.24,1,Itziar Melisa Estévez Carretero,Cáceres
2025-12-12,COL-ACE-8824,Collares,Acero con Baño PVD,30.83,76.96,2,Asdrubal Olivares Alemany,Guadalajara
2025-11-22,COL-ACE-7239,Collares,Acero con Baño PVD,42.8,103.67,1,Ximena Cuéllar,Alicante
2025-07-07,PEN-PLA-5481,Pendientes,Plata 925,20.33,60.94,2,Dan Palomar Domínguez,Tarragona
2025-10-21,PUL-PLA-7699,Pulseras,Plata 925,28.33,71.78,5,Itziar del Dominguez,Valencia
2026-03-04,ANI-ACE-4561,Anillos,Acero con Baño PVD,23.43,55.7,1,Clementina Sáez Iriarte,Guadalajara
2025-12-10,PEN-PLA-9253,Pendientes,Plata 925,16.36,27.47,1,Roldán Ledesma-Aranda,Guipúzcoa
2025-10-22,COL-ACE-1570,Collares,Acero con Baño PVD,21.02,50.38,1,Lucho Jove Peñas,Huesca
